lat,lon,altitude,geometry,OBJECTID,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LI,ADDRESS__1,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DI
39.735051,-104.955825,,Point,351,Small Grocery Store,Pappas Grocery Store - 12th Avenue Market & Deli,0,2620 E 12th Ave,,Denver,CO,80206,(303) 333-7094,,,541105,445110,516000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.955825,39.735051,,Congress Park,Council District 10
39.739978,-104.957134,,Point,352,Specialty Food Store,New World Cheese,0,2504 E Colfax Ave,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2015,-104.957134,39.739978,,Congress Park,Council District 10
39.731541,-104.973777,,Point,359,Supermarket,King Soopers,0,1155 E 9th Ave # A,,Denver,CO,80218,(303) 832-5262,,,541105,445110,46444000,,180,100 to 249,,"40,000+",InfoGroup2014,-104.973777,39.731541,,Capitol Hill,Council District 10
39.733266,-104.975844,,Point,360,Supermarket,Whole Foods,0,900 E 11th Ave,,Denver,CO,80218,(303) 832-7701,,,541105,445110,17545000,,68,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.975844,39.733266,,Capitol Hill,Council District 10
39.73136,-104.987018,,Point,361,Specialty Food Store,Tony's Market,0,950 N BROADWAY,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.987018,39.73136,,Capitol Hill,Council District 10
39.738511,-104.916209,,Point,370,Supermarket,King Soopers,0,1355 Krameria St,,Denver,CO,80220,(303) 388-2249,,,541105,445110,70182000,,272,250 to 499,,"40,000+",InfoGroup2014,-104.916209,39.738511,,Montclair,Council District 5
39.737532,-104.915592,,Point,371,Supermarket,Safeway,0,6220 E 14th Ave # 1,,Denver,CO,80220,(303) 242-3523,,,541105,445110,18835000,,73,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.915592,39.737532,,Montclair,Council District 5
39.739527,-104.904421,,Point,372,Specialty Food Store,Awash Grocery Store,0,1440 Poplar St,,Denver,CO,80220,(303) 321-4286,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.904421,39.739527,,Montclair,Council District 5
39.73979,-104.927749,,Point,373,Small Grocery Store,Marczyk Fine Foods,0,5100 E COLFAX AVE,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.927749,39.73979,,Hale,Council District 5
39.729023,-104.940427,,Point,374,Supermarket,Trader Joe's,0,790 Colorado Blvd,,Denver,CO,80206,(303) 321-3245,,,541105,445110,15481000,,60,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940427,39.729023,,Hale,Council District 5
39.739969,-104.937898,,Point,375,Specialty Food Store,Shola Market,0,4218 E Colfax Ave,,Denver,CO,80220,(303) 780-9581,,,549902,445299,114000,,1,1 to 4,,"2,500 - 9,999",InfoGroup2014,-104.937898,39.739969,,Hale,Council District 5
39.73979,-104.927234,,Point,376,Specialty Food Store,Tienda Salvadorena,0,5128 E Colfax Ave,,Denver,CO,80220,(303) 394-4185,,,533101,452990,338000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.927234,39.73979,,Hale,Council District 5
39.733748,-104.884727,,Point,381,Specialty Food Store,New Discount Stores,0,1133 Yosemite St # C,,Denver,CO,80220,(303) 399-2465,,,531104,452112,440000,,2,1 to 4,,"40,000+",InfoGroup2014,-104.884727,39.733748,,East Colfax,Council District 5
39.739857,-104.885479,,Point,382,Superette,Family Asia Market,0,8800 E Colfax Ave,,Denver,CO,80220,(303) 399-3777,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.885479,39.739857,Healthy Corner Store Initiative,East Colfax,Council District 5
39.699734,-104.909009,,Point,388,Small Grocery Store,M & I International Market,0,909 S ONEIDA ST,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.909009,39.699734,,Washington Virginia Vale,Council District 5
39.700679,-104.908695,,Point,389,Small Grocery Store,Marhaba International Market,0,6879 LEETSDALE DR,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5
39.700679,-104.908695,,Point,390,Small Grocery Store,Merhaba International Market,0,6879 Leetsdale Dr,,Denver,CO,80224,(303) 333-7653,,,541105,445110,258000,,1,1 to 4,,"0 - 2,499",InfoGroup2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5
39.708494,-104.926096,,Point,391,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,5231 Leetsdale Dr,,Denver,CO,80246,(303) 399-0164,,,541105,445110,3870000,,15,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.926096,39.708494,,Washington Virginia Vale,Council District 5
39.700541,-104.912715,,Point,392,Supermarket,King Soopers,0,890 S Monaco Pkwy,,Denver,CO,80224,(303) 333-1535,,,541105,445110,42574000,,165,100 to 249,,"40,000+",InfoGroup2014,-104.912715,39.700541,,Washington Virginia Vale,Council District 5
39.702246,-104.911291,,Point,393,Specialty Food Store,Dulce & Canela Bakery,0,6625 LEETSDALE DR UNIT B,,Denver,CO,80224,n/a,,,,,0,,0,,,,DEH2014,-104.911291,39.702246,,Washington Virginia Vale,Council District 5
39.708454,-104.926743,,Point,394,Specialty Food Store,European Mart,0,5225 LEETSDALE DR,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.926743,39.708454,,Washington Virginia Vale,Council District 5
39.705918,-104.9215,,Point,395,Specialty Food Store,Les Delices De Paris,0,600 S HOLLY ST #101,,Denver,CO,80246,n/a,,,,,0,,0,,,,DEH2014,-104.9215,39.705918,,Washington Virginia Vale,Council District 5
39.720886,-104.902587,,Point,396,Supermarket,Albertsons,0,200 Quebec St # 400,,Denver,CO,80230,(303) 340-4455,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.902587,39.720886,,Lowry Field,Council District 5
39.72043,-104.903447,,Point,397,Specialty Food Store,Savory Spice Shop,0,200 Quebec St # 600-101,,Denver,CO,80230,(303) 364-2188,,,549902,445299,572000,,5,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.903447,39.72043,,Lowry Field,Council District 5
39.720467,-104.899833,,Point,398,Specialty Food Store,Tippett Beef Patti,0,7525 E 1st Pl,,Denver,CO,80230,(720) 216-1144,,,542107,445210,1051000,,5,5 to 9,,"0 - 2,499",InfoGroup2014,-104.899833,39.720467,,Lowry Field,Council District 5
39.769339,-105.047643,,Point,402,Small Grocery Store,Sprouts Farmers Market,0,4700 W 38th Ave # B,,Denver,CO,80212,(303) 433-2350,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-105.047643,39.769339,,West Highland,Council District 1
39.666283,-104.913291,,Point,407,Supermarket,Safeway,0,6440 E Yale Ave,,Denver,CO,80222,(303) 691-8870,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.913291,39.666283,,Hampden,Council District 4
39.654964,-104.900178,,Point,408,Supermarket,Target,0,7777 E Hampden Ave,,Denver,CO,80231,(303) 481-2822,,,531102,452111,33025000,,150,100 to 249,,"40,000+",InfoGroup2014,-104.900178,39.654964,,Hampden,Council District 4
39.652196,-104.929801,,Point,410,Supermarket,Safeway,0,4950 E Hampden Ave,,Denver,CO,80222,(303) 691-0051,,,541105,445110,14191000,,55,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.929801,39.652196,,Southmoor Park,Council District 4
39.652295,-104.929084,,Point,411,Specialty Food Store,Duffey's Bakery,0,4994 E HAMPDEN AVE,,Denver,CO,80222,n/a,,,,,0,,0,,,,DEH2014,-104.929084,39.652295,,Southmoor Park,Council District 4
39.653043,-104.914327,,Point,418,Supermarket,King Soopers,0,6470 E Hampden Ave,,Denver,CO,80222,(303) 758-1210,,,541105,445110,57539000,,223,100 to 249,,"40,000+",InfoGroup2014,-104.914327,39.653043,,Hampden South,Council District 4
39.652928,-104.900591,,Point,419,Supermarket,Whole Foods,0,7400 E Hampden Ave # D-1,,Denver,CO,80231,(303) 488-2000,,,541105,445110,65022000,,252,250 to 499,,"40,000+",InfoGroup2014,-104.900591,39.652928,,Hampden South,Council District 4
39.65215,-104.916267,,Point,420,Specialty Food Store,Omaha Steak Stores,0,6300 E Hampden Ave # J,,Denver,CO,80222,(303) 756-1427,,,542107,445210,840000,,4,1 to 4,,"0 - 2,499",InfoGroup2014,-104.916267,39.65215,,Hampden South,Council District 4
39.678231,-104.924304,,Point,427,Small Grocery Store,Jerusalem International Market,0,5470 E Evans Ave,,Denver,CO,80222,(303) 691-2330,,,541105,445110,516000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.924304,39.678231,,Goldsmith,Council District 4
39.676955,-104.912748,,Point,429,Specialty Food Store,Crumbles Bakery,0,2200 S MONACO PKWY,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.912748,39.676955,,Goldsmith,Council District 4
39.678288,-104.932037,,Point,430,Specialty Food Store,Dijla Halal Market,0,4770 E Evans Ave,,Denver,CO,80222,(303) 756-3168,,,541105,445110,516000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.932037,39.678288,,Goldsmith,Council District 4
39.675458,-104.94035,,Point,432,Small Grocery Store,Middle East Market,0,2254 S Colorado Blvd,,Denver,CO,80222,(303) 756-4580,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.94035,39.675458,,University Hills,Council District 4
39.663855,-104.940546,,Point,433,Small Grocery Store,Sprouts Farmers Market,0,2880 S Colorado Blvd,,Denver,CO,80222,(303) 758-4400,,,541105,445110,19351000,,75,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940546,39.663855,,University Hills,Council District 4
39.666538,-104.937305,,Point,434,Supermarket,King Soopers,0,2750 S Colorado Blvd,,Denver,CO,80222,(303) 512-0441,,,541105,445110,39477000,,153,100 to 249,,"40,000+",InfoGroup2014,-104.937305,39.666538,,University Hills,Council District 4
39.674308,-104.940146,,Point,435,Specialty Food Store,Sawa Meat & Sausage,0,2318 S Colorado Blvd,,Denver,CO,80222,(303) 691-2253,,,542107,445210,630000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.940146,39.674308,,University Hills,Council District 4
39.742991,-104.977918,,Point,441,Small Grocery Store,Marczyk Fine Foods,0,770 E 17th Ave,,Denver,CO,80203,(303) 894-9499,,,542107,445210,6306000,,30,20 to 49,,"2,500 - 9,999",InfoGroup2014,-104.977918,39.742991,,North Capitol Hill,Council District 10
39.679443,-104.972589,,Point,444,Small Grocery Store,Walgreen,0,1235 E EVANS AVE,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.972589,39.679443,,University,Council District 6
39.677622,-104.972513,,Point,445,Supermarket,Safeway,0,2150 S Downing St,,Denver,CO,80210,(303) 722-6117,,,541105,445110,34833000,,135,100 to 249,,"40,000+",InfoGroup2014,-104.972513,39.677622,,University,Council District 6
39.670699,-104.973155,,Point,446,Specialty Food Store,Adventist Book Center,0,2520 S DOWNING ST,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.973155,39.670699,,University,Council District 6
39.675494,-104.984623,,Point,448,Specialty Food Store,Mountain Man,0,2276 S Sherman St,,Denver,CO,80210,(303) 282-0779,,,543101,445230,606000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.984623,39.675494,,Rosedale,Council District 6
39.691303,-104.939846,,Point,458,Small Grocery Store,East Europe Market,0,4015 E ARKANSAS AVE,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.939846,39.691303,,Virginia Village,Council District 6
39.698921,-104.933488,,Point,459,Specialty Food Store,Atlanta Bread Company,0,950 S CHERRY ST,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.933488,39.698921,,Virginia Village,Council District 6
39.689797,-104.923576,,Point,460,Specialty Food Store,Detour Bakery,0,1479 S HOLLY ST,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.923576,39.689797,,Virginia Village,Council District 6
39.6866,-104.940861,,Point,464,Supermarket,Safeway,0,1653 S Colorado Blvd,,Denver,CO,80222,(303) 691-2962,,,541105,445110,25286000,,98,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940861,39.6866,,Cory - Merrill,Council District 6
39.701504,-104.940843,,Point,466,Supermarket,King Soopers,0,825 S Colorado Blvd,,Denver,CO,80246,(303) 722-1096,,,541105,445110,51604000,,200,100 to 249,,"40,000+",InfoGroup2014,-104.940843,39.701504,,Belcaro,Council District 6
39.700323,-104.964217,,Point,468,Small Grocery Store,Fooducopia,0,1939 E Kentucky Ave,,Denver,CO,80209,(303) 722-7838,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.964217,39.700323,,Washington Park,Council District 6
39.69888,-104.907522,,Point,469,Small Grocery Store,Joe's Meat & Produce,0,970 S Oneida St # 10-A,,Denver,CO,80224,n/a,,,,,0,,0,,,,,-104.907522,39.69888,,Washington Virginia Vale,Council District 6
39.712883,-104.922029,,Point,472,Small Grocery Store,Pete's Fruits & Vegetables,0,5606 E Cedar Ave,,Denver,CO,80224,(303) 393-6247,,,543101,445230,606000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.922029,39.712883,,Hilltop,Council District 5
39.6518,-104.984422,,Point,478,Supermarket,Safeway,0,201 E Jefferson Ave,,Englewood,CO,80113,(303) 781-0463,,,541105,445110,24512000,,95,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.984422,39.6518,,Outside Denver,Outside Denver
39.696025,-104.84594,,Point,479,Supermarket,Safeway,0,12200 E Mississippi Ave,,Aurora,CO,80012,(303) 751-6603,,,541105,445110,22964000,,89,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.84594,39.696025,,Outside Denver,Outside Denver
39.771096,-105.080137,,Point,480,Supermarket,Safeway,0,3900 Wadsworth Blvd,,Wheat Ridge,CO,80033,(303) 456-2670,,,541105,445110,33543000,,130,100 to 249,,"40,000+",InfoGroup2014,-105.080137,39.771096,,Outside Denver,Outside Denver
39.712605,-105.054839,,Point,481,Supermarket,Viet Hoa Supermarket,0,225 S Sheridan Blvd # B,,Lakewood,CO,80226,(303) 975-9900,,,541105,445110,4386000,,17,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.054839,39.712605,,Outside Denver,Outside Denver
39.610526,-105.034773,,Point,482,Supermarket,Walmart,0,3615 W Bowles Ave,,Littleton,CO,80123,(303) 218-4873,,,541105,445110,18061000,,70,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.034773,39.610526,,Outside Denver,Outside Denver
39.700906,-104.939495,,Point,484,Supermarket,Whole Foods,0,870 S Colorado Blvd # A,,Denver,CO,80246,(303) 691-0101,,,541105,445110,23222000,,90,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.939495,39.700906,,Outside Denver,Outside Denver
39.708021,-105.081349,,Point,485,Supermarket,Whole Foods,0,444 S Wadsworth Blvd,,Lakewood,CO,80226,(303) 935-5000,,,541105,445110,51604000,,200,100 to 249,,"40,000+",InfoGroup2014,-105.081349,39.708021,,Outside Denver,Outside Denver
39.622935,-105.0915,,Point,486,Supermarket,Whole Foods,0,5155 S Wadsworth Blvd,,Littleton,CO,80123,(303) 586-5220,,,541105,445110,38187000,,148,100 to 249,,"40,000+",InfoGroup2014,-105.0915,39.622935,,Outside Denver,Outside Denver
39.719193,-105.053321,,Point,487,Supermarket,Won's Market,0,105 Sheridan Blvd,,Lakewood,CO,80226,(303) 238-6764,,,541105,445110,258000,,1,1 to 4,,"0 - 2,499",InfoGroup2014,-105.053321,39.719193,,Outside Denver,Outside Denver
39.696473,-104.869098,,Point,489,Specialty Food Store,Denver Halal Market,0,10200 E Mississippi Ave # C,,Denver,CO,80247,(303) 751-6661,,,541105,445110,516000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.869098,39.696473,,Outside Denver,Outside Denver
39.733516,-104.884692,,Point,490,Superette,Carniceria la Jerezana,0,1148 Yosemite St,,Denver,CO,80220,n/a,,,,,0,,0,,,,,-104.884692,39.733516,,Outside Denver,Outside Denver
39.695645,-104.847535,,Point,491,Superette,Village East Grocery Store,0,1161 S Peoria St,,Aurora,CO,80012,(303) 337-2075,,,541105,445110,1290000,,5,5 to 9,,"0 - 2,499",InfoGroup2014,-104.847535,39.695645,,Outside Denver,Outside Denver
39.690558,-104.867785,,Point,492,Warehouse Club Store,Costco,0,1471 S Havana St,,Aurora,CO,80012,(303) 750-0384,,,531110,452910,48436000,,220,100 to 249,,"40,000+",InfoGroup2014,-104.867785,39.690558,,Outside Denver,Outside Denver
39.789881,-105.082218,,Point,493,Warehouse Club Store,Costco,0,5195 Wadsworth Blvd,,Arvada,CO,80002,(303) 463-3603,,,531110,452910,42932000,,195,100 to 249,,"40,000+",InfoGroup2014,-105.082218,39.789881,,Outside Denver,Outside Denver
39.644445,-105.006451,,Point,494,Warehouse Club Store,Costco,0,4000 River Point Pkwy,,Sheridan,CO,80110,(303) 200-1830,,,531110,452910,37428000,,170,100 to 249,,"40,000+",InfoGroup2014,-105.006451,39.644445,,Outside Denver,Outside Denver
39.788469,-105.077661,,Point,495,Warehouse Club Store,Sams Club,0,7370 W 52nd Ave,,Arvada,CO,80002,(303) 420-8401,,,531110,452910,39630000,,180,100 to 249,,"40,000+",InfoGroup2014,-105.077661,39.788469,,Outside Denver,Outside Denver
39.74809,-104.999087,,Point,497,Specialty Food Store,The Market @ Larimer,0,1445 Larimer St.,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.999087,39.74809,,Union Station,Council District 9
39.76874,-104.979796,,Point,498,Specialty Food Store,Americanum Provisions,0,3350 N BRIGHTON BLVD,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.979796,39.76874,,Five Points,Council District 9
39.772156,-104.910821,,Point,499,Specialty Food Store,Sawa Meat & Sausage,0,3960 Niagara St # A,,Denver,CO,80207,(720) 941-6201,,,542107,445210,420000,,2,1 to 4,,"0 - 2,499",InfoGroup2014,-104.910821,39.772156,,Northeast Park Hill,Council District 8
39.740412,-104.904326,,Point,500,Specialty Food Store,Merkato Market,0,7227 E COLFAX AVE,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.904326,39.740412,,South Park Hill,Council District 8
39.770642,-104.901246,,Point,501,Supercenter,Walmart,0,7800 Smith Rd,,Denver,CO,80207,(720) 941-7593,,,531102,452111,14310000,,65,50 to 99,,"40,000+",InfoGroup2014,-104.901246,39.770642,,Stapleton,Council District 8
39.696077,-104.941041,,Point,503,Small Grocery Store,Walgreen,0,1111 S COLORADO BLVD,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.941041,39.696077,,Cory - Merrill,Council District 6
39.721347,-104.922706,,Point,504,Specialty Food Store,Cheese Co,0,5575 E 3rd Ave # C,,Denver,CO,80220,(303) 394-9911,,,545103,445299,557000,,7,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.922706,39.721347,,Hilltop,Council District 5
39.699734,-104.909009,,Point,508,Specialty Food Store,California Bakery,0,909 S ONEIDA ST,,Denver,CO,80224,n/a,,,,,0,,0,,,,DEH2014,-104.909009,39.699734,,Washington Virginia Vale,Council District 5
39.742976,-105.07932,,Point,509,Supercenter,Walmart,0,7455 W Colfax Ave,,Lakewood,CO,80214,(303) 274-5211,,,531102,452111,77058000,,350,250 to 499,,"40,000+",InfoGroup2014,-105.07932,39.742976,,Outside Denver,Outside Denver
39.65539,-105.081862,,Point,510,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,3333 South Wadsworth Blvd,,Lakewood,CO,80227,n/a,,,,,0,,0,,,,OED,-105.081862,39.65539,,Outside Denver,Outside Denver
39.655678,-104.988862,,Point,511,Supermarket,King Soopers,0,101 Englewood Pkwy # A,,Englewood,CO,80110,(303) 761-0013,,,541105,445110,34833000,,135,100 to 249,,"40,000+",InfoGroup2014,-104.988862,39.655678,,Outside Denver,Outside Denver
39.771815,-105.0489585,,Point,512,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,2375 15TH ST,,,,,n/a,,,,,0,,0,,,,DEH2014,-105.048958,39.771815,,Berkeley,Council District 1
39.789259,-104.977957,,Point,513,Specialty Food Store,Westernkamp's Mercado Rizo,0,5106 N WASHINGTON ST,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-104.977957,39.789259,,Globeville,Council District 9
39.789739,-104.967558,,Point,514,Specialty Food Store,Silver State Meats,0,5140 Race Ct # 1,,Denver,CO,80216,(303) 291-5555,,,542107,445210,3993000,,19,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.967558,39.789739,,Elyria Swansea,Council District 9
39.695486,-105.025742,,Point,521,Specialty Food Store,Tri Ocean Seafood,0,1175 S Federal Blvd,,Denver,CO,80219,(303) 922-0715,,,542101,445220,630000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-105.025742,39.695486,,Mar Lee,Council District 3
39.709554,-105.025107,,Point,522,Small Grocery Store,Little Saigon Market,0,375 S Federal Blvd # 104,,Denver,CO,80219,(303) 937-8860,,,541105,445110,2838000,,11,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.025107,39.709554,,Westwood,Council District 3
39.679616,-105.021537,,Point,523,Supermarket,King Soopers,0,2727 W Evans Ave,,Denver,CO,80219,(303) 936-2375,,,541105,445110,34833000,,135,100 to 249,,"40,000+",InfoGroup2014,-105.021537,39.679616,,College View - South Platte,Council District 7
39.70987,-104.987659,,Point,525,Supercenter,Kmart,0,363 S Broadway,,Denver,CO,80209,(303) 733-7757,,,531102,452111,17613000,,80,50 to 99,,"40,000+",InfoGroup2014,-104.987659,39.70987,,Baker,Council District 7
39.638313,-105.0824,,Point,530,Warehouse Club Store,Costco,0,7900 W Quincy Ave,,Littleton,CO,80123,(303) 933-4931,,,531110,452910,44033000,,200,100 to 249,,"40,000+",InfoGroup2014,-105.0824,39.638313,,Marston,Council District 2
39.699745,-105.024757,,Point,532,Specialty Food Store,Tortilleria la Pasadita,0,932 S. Federal Blvd.,,Denver,CO,,n/a,,,,,0,,0,,,,DEH2014,-105.024757,39.699745,,Athmar Park,Council District 7
39.717035,-104.950737,,Point,534,Supermarket,Safeway,0,3110 E 1st Ave,,Denver,CO,80206,(303) 355-5486,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.950737,39.717035,,Cherry Creek,Council District 10
39.679415,-104.940927,,Point,542,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,2053 S Colorado Blvd,,Denver,CO,80222,(303) 756-8400,,,541105,445110,2322000,,9,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.940927,39.679415,,University Park,Council District 6
39.690713,-104.863837,,Point,544,Supercenter,Target,0,1400 S Havana St,,Aurora,CO,80012,(303) 755-8530,,,531102,452111,29282000,,133,100 to 249,,"40,000+",InfoGroup2014,-104.863837,39.690713,,Outside Denver,Outside Denver
39.611924,-105.101398,,Point,545,Supercenter,Target,0,9390 W Cross Dr,,Littleton,CO,80123,(720) 922-1475,,,531102,452111,46235000,,210,100 to 249,,"40,000+",InfoGroup2014,-105.101398,39.611924,,Outside Denver,Outside Denver
39.707789,-105.079724,,Point,546,Supercenter,Target,0,460 S Vance St,,Lakewood,CO,80226,(303) 209-7749,,,531102,452111,33025000,,150,100 to 249,,"40,000+",InfoGroup2014,-105.079724,39.707789,,Outside Denver,Outside Denver
39.6502,-105.005433,,Point,547,Supercenter,Target,0,3650 River Point Pkwy,,Englewood,CO,80110,(303) 974-6661,,,531102,452111,33025000,,150,100 to 249,,"40,000+",InfoGroup2014,-105.005433,39.6502,,Outside Denver,Outside Denver
39.708516,-104.93852,,Point,548,Supercenter,Target,0,4301 E Virginia Ave,,Denver,CO,80246,(303) 209-0182,,,531102,452111,44033000,,200,100 to 249,,"40,000+",InfoGroup2014,-104.93852,39.708516,,Outside Denver,Outside Denver
39.746918,-105.053271,,Point,549,Supercenter,Target,0,1985 Sheridan Blvd,,Edgewater,CO,80214,(720) 274-3665,,,531102,452111,33025000,,150,100 to 249,,"40,000+",InfoGroup2014,-105.053271,39.746918,,Outside Denver,Outside Denver
39.764078,-104.773888,,Point,550,Supercenter,Walmart,0,3301 Tower Rd,,Aurora,CO,80011,(720) 374-0278,,,531102,452111,88067000,,400,250 to 499,,"40,000+",InfoGroup2014,-104.773888,39.764078,,Outside Denver,Outside Denver
39.776641,-105.062386,,Point,551,Supercenter,Walmart,0,5957 W 44th Ave,,Wheat Ridge,CO,80212,(303) 477-5740,,,531102,452111,72655000,,330,250 to 499,,"40,000+",InfoGroup2014,-105.062386,39.776641,,Outside Denver,Outside Denver
39.804603,-104.929028,,Point,552,Supercenter,Walmart,0,5990 Dahlia St,,Commerce City,CO,80022,(303) 287-2255,,,531102,452111,125495000,,570,500 to 999,,"40,000+",InfoGroup2014,-104.929028,39.804603,,Outside Denver,Outside Denver
39.721614,-105.080316,,Point,553,Supercenter,Walmart,0,440 Wadsworth Blvd,,Lakewood,CO,80226,(303) 205-0754,,,531102,452111,77058000,,350,250 to 499,,"40,000+",InfoGroup2014,-105.080316,39.721614,,Outside Denver,Outside Denver
39.651878,-104.878486,,Point,554,Supercenter,Walmart,0,9400 E Hampden Ave,,Denver,CO,80231,(720) 748-0154,,,531102,452111,14310000,,65,50 to 99,,"40,000+",InfoGroup2014,-104.878486,39.651878,,Outside Denver,Outside Denver
39.656724,-104.995344,,Point,555,Supercenter,Walmart,0,601 Englewood Pkwy,,Englewood,CO,80110,(303) 789-7218,,,531102,452111,14310000,,65,50 to 99,,"40,000+",InfoGroup2014,-104.995344,39.656724,,Outside Denver,Outside Denver
39.727291,-104.847093,,Point,556,Small Grocery Store,Leever's / Save A Lot,0,690 Peoria St,,Aurora,CO,80011,(303) 365-0393,,,541105,445110,4386000,,17,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.847093,39.727291,,Outside Denver,Outside Denver
39.81222,-104.918294,,Point,557,Small Grocery Store,Mi Pueblo Market,0,6040 E 64th Ave,,Commerce City,CO,80022,(720) 638-0473,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.918294,39.81222,,Outside Denver,Outside Denver
39.696504,-104.895859,,Point,558,Small Grocery Store,Mile High Halal Market,0,7950 E Mississippi Ave # C,,Denver,CO,80247,(303) 974-2188,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895859,39.696504,,Outside Denver,Outside Denver
39.599506,-105.111136,,Point,559,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,6475 South Kipling,,Littleton,CO,80123,303-948-9944,,,,,0,,0,,,,OED,-105.111136,39.599506,,Outside Denver,Outside Denver
39.7934495,-104.9823539,,Point,560,Small Grocery Store,Natural Grocer - Vitamin Cottage,0,1433 Washington St,,Denver,CO,,(303) 832-3000,,,,,0,,0,,,,OED,-104.982354,39.79345,,Outside Denver,Outside Denver
39.6947506,-104.8622272,,Point,561,Small Grocery Store,Sprouts Farmers Market,0,1150 Ironton St,,Aurora,CO,80010,(720) 278-2008,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.862227,39.694751,,Outside Denver,Outside Denver
39.73918,-104.867622,,Point,562,Small Grocery Store,Walmart Neighborhood Market,0,10400 E Colfax Ave,,Aurora,CO,80010,(303) 537-9808,,,541105,445110,0,,0,,,,OED,-104.867622,39.73918,,Outside Denver,Outside Denver
